Name,Symbol,Industry,SubIndustry,SandP,Dow,Country,Region
United States Steel Corp.,X,Basic Materials,Iron and Steel,YES,NO,United States,United States
EXCO Resources Inc.,XCO,Oil and Gas,Exploration and Production,NO,NO,United States,United States
Cimarex Energy Co.,XEC,Oil and Gas,Exploration and Production,NO,NO,United States,United States
Xcel Energy Inc.,XEL,Utilities,Conventional Electricity,YES,NO,United States,United States
Xinyuan Real Estate Co. Ltd.,XIN,Financials,Real Estate Holding and Development,NO,NO,China,Asia-Pacific
XL Capital Ltd. Cl A,XL,Financials,Property and Casualty Insurance,YES,NO,United States,United States
Exelis Inc.,XLS,Industrials,undefined,NO,NO,United States,United States
China Xiniya Fashion Ltd.,XNY,Consumer Goods,undefined,NO,NO,China,Asia-Pacific
Exxon Mobil Corp.,XOM,Oil and Gas,Integrated Oil and Gas,YES,YES,United States,United States
XO Group Inc.,XOXO,Consumer Services,undefined,NO,NO,United States,United States
Xerium Technologies Inc.,XRM,Industrials,Industrial Machinery,NO,NO,United States,United States
TAL Education Group,XRS,Consumer Services,undefined,NO,NO,China,Asia-Pacific
Xerox Corp.,XRX,Technology,Electronic Office Equipment,YES,NO,United States,United States
Xueda Education Group,XUE,Consumer Services,undefined,NO,NO,China,Asia-Pacific
Xylem Inc.,XYL,Utilities,undefined,NO,NO,United States,United States
Alleghany Corp.,Y,Financials,Property and Casualty Insurance,NO,NO,United States,United States
Yingli Green Energy Holding Co. Ltd.,YGE,Oil and Gas,Renewable Energy Equipment,NO,NO,China,Asia-Pacific
Youku Inc.,YOKU,Consumer Services,undefined,NO,NO,China,Asia-Pacific
YPF S.A.,YPF,Oil and Gas,Integrated Oil and Gas,NO,NO,Argentina,Latin America
Yum! Brands Inc.,YUM,Consumer Services,Restaurants and Bars,YES,NO,United States,United States
Yanzhou Coal Mining Co. Ltd.,YZC,Basic Materials,Coal,NO,NO,China,Asia-Pacific
Zuoan Fashion Ltd.,ZA,Consumer Goods,undefined,NO,NO,China,Asia-Pacific
Zep Inc.,ZEP,Basic Materials,Specialty Chemicals,NO,NO,United States,United States
Zale Corp.,ZLC,Consumer Services,Apparel Retailers,NO,NO,United States,United States
Zimmer Holdings Inc.,ZMH,Health Care,Medical Equipment,YES,NO,United States,United States
China Southern Airlines Co. Ltd.,ZNH,Consumer Services,Airlines,NO,NO,China,Asia-Pacific
Quiksilver Inc.,ZQK,Consumer Goods,Clothing and Accessories,NO,NO,United States,United States
China Zenix Auto International Ltd.,ZX,Consumer Goods,undefined,NO,NO,China,Asia-Pacific
Sealy Corp.,ZZ,Consumer Goods,Furnishings,NO,NO,United States,United States
