Name,Symbol,Industry,SubIndustry,SandP,Dow,Country,Region,
CBIZ Inc,CBZ,Industrials,Financial Administration,NO,NO,United States,United States,CBZ
Calgon Carbon Corp.,CCC,Basic Materials,Specialty Chemicals,NO,NO,United States,United States,CCC
Coca-Cola Enterprises Inc.,CCE,Consumer Goods,Soft Drinks,YES,NO,United States,United States,CCE
Campus Crest Communities Inc.,CCG,Financials,undefined,NO,NO,United States,United States,298
Coca-Cola Hellenic Bottling Co. S.A.,CCH,Consumer Goods,Soft Drinks,NO,NO,Greece,Europe,CCH
Crown Castle International Corp.,CCI,Technology,Telecommunications Equipment,NO,NO,United States,United States,CCI
Cameco Corp.,CCJ,Basic Materials,Nonferrous Metals,NO,NO,Canada,Canada,CCJ
Crown Holdings Inc.,CCK,Industrials,Containers and Packaging,NO,NO,United States,United States,CCK
Carnival Corp.,CCL,Consumer Services,Recreational Services,YES,NO,United States,United States,CCL
Concord Medical Services Holdings Ltd.,CCM,Health Care,Health Care,NO,NO,China,Asia-Pacific,CCM
Clear Channel Outdoor Holdings Inc.,CCO,Consumer Services,Media Agencies,NO,NO,United States,United States,CCO
Country Style Cooking Restaurant Chain Co. Ltd.,CCSC,Consumer Services,undefined,NO,NO,China,Asia-Pacific,306
Compania Cervecerias Unidas S.A.,CCU,Consumer Goods,Brewers,NO,NO,Chile,Latin America,CCU
Coeur d'Alene Mines Corp.,CDE,Basic Materials,Gold Mining,NO,NO,United States,United States,CDE
CDI Corp.,CDI,Industrials,Business Training and Employment Agencies,NO,NO,United States,United States,CDI
Cedar Shopping Centers Inc.,CDR,Financials,Retail Real Estate Investment Trusts,NO,NO,United States,United States,CDR
Celanese Corp. Series A,CE,Basic Materials,Commodity Chemicals,NO,NO,United States,United States,CE
China Eastern Airlines Corp. Ltd.,CEA,Consumer Services,Airlines,NO,NO,China,Asia-Pacific,CEA
CEC Entertainment Inc.,CEC,Consumer Services,Restaurants and Bars,NO,NO,United States,United States,CEC
Constellation Energy Group Inc.,CEG,Utilities,Conventional Electricity,YES,NO,United States,United States,CEG
Cellcom Israel Ltd.,CEL,Telecommunications,Mobile Telecommunications,NO,NO,United States,United States,CEL
CNOOC Ltd.,CEO,Oil and Gas,Exploration and Production,NO,NO,China,Asia-Pacific,CEO
CF Industries Holdings Inc.,CF,Basic Materials,Specialty Chemicals,YES,NO,United States,United States,CF
Culp Inc.,CFI,Consumer Goods,Clothing and Accessories,NO,NO,United States,United States,CFI
CareFusion Corp.,CFN,Health Care,Medical Equipment,YES,NO,United States,United States,CFN
Cullen-Frost Bankers Inc.,CFR,Financials,Banks,NO,NO,United States,United States,CFR
Colfax Corp.,CFX,Industrials,Diversified Industrials,NO,NO,United States,United States,CFX
China Green Agriculture Inc.,CGA,Basic Materials,Chemicals,NO,NO,China,Asia-Pacific,CGA
Celadon Group Inc.,CGI,Industrials,Trucking,NO,NO,United States,United States,CGI
CGG Veritas,CGV,Oil and Gas,Oil Equipment and Services,NO,NO,France,Europe,CGV
Consolidated Graphics Inc.,CGX,Industrials,Business Support Services,NO,NO,United States,United States,CGX
China Telecom Corp. Ltd.,CHA,Telecommunications,Fixed Line Telecommunications,NO,NO,China,Asia-Pacific,CHA
China Hydroelectric Corporation,CHC,Financials,Diversified Investments,NO,NO,China,Asia-Pacific,CHC
Church & Dwight Co.,CHD,Consumer Goods,Nondurable Household Products,NO,NO,United States,United States,CHD
Chemed Corp.,CHE,Consumer Services,Specialized Consumer Services,NO,NO,United States,United States,CHE
CH Energy Group Inc. (Holding Co.),CHG,Utilities,Conventional Electricity,NO,NO,United States,United States,CHG
Choice Hotels International Inc.,CHH,Consumer Services,Hotels,NO,NO,United States,United States,CHH
Chesapeake Energy Corp.,CHK,Oil and Gas,Exploration and Production,YES,NO,United States,United States,CHK
China Mobile Ltd.,CHL,Telecommunications,Mobile Telecommunications,NO,NO,China,Asia-Pacific,CHL
Chemtura Corp.,CHMT,Basic Materials,undefined,NO,NO,United States,United States,335
Chico's Fas Inc.,CHS,Consumer Services,Apparel Retailers,NO,NO,United States,United States,CHS
Chesapeake Lodging Trust,CHSP,Financials,Real Estate,NO,NO,United States,United States,CHSP
Chunghwa Telecom Co. Ltd.,CHT,Telecommunications,undefined,NO,NO,Taiwan,Asia-Pacific,338
China Unicom (Hong Kong) Ltd.,CHU,Telecommunications,Mobile Telecommunications,NO,NO,China,Asia-Pacific,CHU
CIGNA Corp.,CI,Health Care,Health Care Providers,YES,NO,United States,United States,CI
Citizens Inc. Cl A,CIA,Financials,Life Insurance,NO,NO,United States,United States,CIA
Cobalt International Energy Inc.,CIE,Oil and Gas,Oil and Gas,NO,NO,United States,United States,CIE
Companhia Energetica de Minas Gerais-Cemig,CIG-C,Utilities,undefined,NO,NO,Brazil,Latin America,343
Chimera Investment Corp.,CIM,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States,CIM
Circor International Inc.,CIR,Industrials,undefined,NO,NO,United States,United States,345
Camelot Information Systems Inc.,CIS,Technology,undefined,NO,NO,China,Asia-Pacific,346
CIT Group Inc.,CIT,Financials,Credit Services,NO,NO,United States,United States,CIT
C&J Energy Services Inc.,CJES,Oil and Gas,undefined,NO,NO,United States,United States,348
SEACOR Holding Inc.,CKH,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States,CKH
Checkpoint Systems Inc.,CKP,Industrials,Electronic Equipment,NO,NO,United States,United States,CKP
Colgate-Palmolive Co.,CL,Consumer Goods,Personal Products,YES,NO,United States,United States,CL
Core Laboratories N.V.,CLB,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States,CLB
Clarcor Inc.,CLC,Industrials,Industrial Machinery,NO,NO,United States,United States,CLC
Cloud Peak Energy Inc.,CLD,Basic Materials,Coal,NO,NO,United States,United States,CLD
Chatham Lodging Trust,CLDT,Financials,undefined,NO,NO,United States,United States,355
Cliffs Natural Resources Inc.,CLF,Basic Materials,Iron and Steel,NO,NO,United States,United States,CLF
CoreLogic Inc.,CLGX,Industrials,undefined,NO,NO,United States,United States,357
Clean Harbors Inc.,CLH,Industrials,Waste and Disposal Services,NO,NO,United States,United States,CLH
Mack-Cali Realty Corp.,CLI,Financials,Industrial and Office Real Estate Investment Trusts,NO,NO,United States,United States,CLI
Colony Financial Inc.,CLNY,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States,CLNY
Colonial Properties Trust,CLP,Financials,Diversified Real Estate Investment Trusts,NO,NO,United States,United States,CLP
Continental Resources Inc.,CLR,Oil and Gas,Exploration and Production,NO,NO,United States,United States,CLR
Celestica Inc.,CLS,Industrials,Electrical Components and Equipment,NO,NO,Canada,Canada,CLS
Clearwater Paper Corp.,CLW,Basic Materials,Paper,NO,NO,United States,United States,CLW
Clorox Co.,CLX,Consumer Goods,Nondurable Household Products,YES,NO,United States,United States,CLX
Canadian Imperial Bank of Commerce,CM,Financials,Banks,NO,NO,Canada,Canada,CM
Comerica Inc.,CMA,Financials,Banks,YES,NO,United States,United States,CMA
Commercial Metals Co.,CMC,Basic Materials,Iron and Steel,NO,NO,United States,United States,CMC
Chipotle Mexican Grill Inc. Cl A,CMG,Consumer Services,Restaurants and Bars,NO,NO,United States,United States,CMG
Cummins Inc.,CMI,Industrials,Commerical Vehicles and Trucks,YES,NO,United States,United States,CMI
China Mass Media Corp.,CMM,Consumer Services,Media Agencies,NO,NO,China,Asia-Pacific,CMM
Cantel Medical Corp.,CMN,Health Care,Medical Equipment,NO,NO,United States,United States,CMN
Capstead Mortgage Corp.,CMO,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States,CMO
Compass Minerals International Inc.,CMP,Basic Materials,General Mining,NO,NO,United States,United States,CMP
Costamare Inc.,CMRE,Industrials,undefined,NO,NO,United States,United States,375
CMS Energy Corp.,CMS,Utilities,Conventional Electricity,YES,NO,United States,United States,CMS
CNA Financial Corp.,CNA,Financials,Full Line Insurance,NO,NO,United States,United States,CNA
Centene Corp.,CNC,Health Care,Health Care Providers,NO,NO,United States,United States,CNC
CNH Global N.V.,CNH,Industrials,Commerical Vehicles and Trucks,NO,NO,Netherlands,Europe,CNH
Canadian National Railway Co.,CNI,Industrials,Railroads,NO,NO,Canada,Canada,CNI
Cinemark Holdings Inc.,CNK,Consumer Services,Recreational Services,NO,NO,United States,United States,CNK
Cleco Corp.,CNL,Utilities,Conventional Electricity,NO,NO,United States,United States,CNL
Conseco Inc.,CNO,Financials,Life Insurance,NO,NO,United States,United States,CNO
CenterPoint Energy Inc.,CNP,Utilities,Multiutilities,YES,NO,United States,United States,CNP
Canadian Natural Resources Ltd.,CNQ,Oil and Gas,Exploration and Production,NO,NO,Canada,Canada,CNQ
Cohen & Steers Inc.,CNS,Financials,Asset Managers,NO,NO,United States,United States,CNS
Con-way Inc.,CNW,Industrials,Trucking,NO,NO,United States,United States,CNW
Consol Energy Inc.,CNX,Basic Materials,Coal,YES,NO,United States,United States,CNX
China Cord Blood Corp.,CO,Health Care,Health Care Providers,NO,NO,United States,United States,CO
Spansion Inc. Cl A,CODE,Technology,undefined,NO,NO,United States,United States,390
Capital One Financial Corp.,COF,Financials,Consumer Finance,YES,NO,United States,United States,COF
Cabot Oil & Gas Corp.,COG,Oil and Gas,Exploration and Production,YES,NO,United States,United States,COG
Coach Inc.,COH,Consumer Goods,Clothing and Accessories,YES,NO,United States,United States,COH
Rockwell Collins Inc.,COL,Industrials,Aerospace,YES,NO,United States,United States,COL
Cooper Cos.,COO,Health Care,Medical Supplies,NO,NO,United States,United States,COO
ConocoPhillips,COP,Oil and Gas,Integrated Oil and Gas,YES,NO,United States,United States,COP
CoreSite Realty Corp.,COR,Financials,undefined,NO,NO,United States,United States,397
Cott Corp.,COT,Consumer Goods,Soft Drinks,NO,NO,Canada,Canada,COT
Covidien PLC,COV,Health Care,Medical Equipment,NO,NO,United States,United States,COV
Canadian Pacific Railway Ltd.,CP,Industrials,Railroads,NO,NO,Canada,Canada,CP
Copa Holdings S.A. Cl A,CPA,Consumer Services,Airlines,NO,NO,Panama,Latin America,CPA
Campbell Soup Co.,CPB,Consumer Goods,Food Products,YES,NO,United States,United States,CPB
Callon Petroleum Co.,CPE,Oil and Gas,Exploration and Production,NO,NO,United States,United States,CPE
Central Pacific Financial Corp.,CPF,Financials,Banks,NO,NO,United States,United States,CPF
Chesapeake Utilities Corp.,CPK,Utilities,Gas Distribution,NO,NO,United States,United States,CPK
CPFL Energia S.A.,CPL,Utilities,Conventional Electricity,NO,NO,Brazil,Latin America,CPL
Calpine Corp.,CPN,Utilities,Conventional Electricity,NO,NO,United States,United States,CPN
Corn Products International Inc.,CPO,Consumer Goods,Food Products,NO,NO,United States,United States,CPO
Camden Property Trust,CPT,Financials,Residential Real Estate Investment Trusts,NO,NO,United States,United States,CPT
Complete Production Services Inc.,CPX,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States,CPX
CPI Corp.,CPY,Consumer Services,Specialized Consumer Services,NO,NO,United States,United States,CPY
Chiquita Brands International Inc.,CQB,Consumer Goods,Food Products,NO,NO,United States,United States,CQB
Crane Co.,CR,Industrials,Industrial Machinery,NO,NO,United States,United States,CR
Crawford & Co. Cl A,CRD-A,Industrials,Business Support Services,NO,NO,United States,United States,CRD-A
Crawford & Co. Cl B,CRD-B,Industrials,Business Support Services,NO,NO,United States,United States,CRD-B
CRH PLC,CRH,Industrials,Building Materials and Fixtures,NO,NO,Ireland,Europe,CRH
Carters Inc.,CRI,Consumer Goods,Clothing and Accessories,NO,NO,United States,United States,CRI
Comstock Resources Inc.,CRK,Oil and Gas,Exploration and Production,NO,NO,United States,United States,CRK
Charles River Laboratories International Inc.,CRL,Health Care,Biotechnology,NO,NO,United States,United States,CRL
Salesforce.com Inc.,CRM,Technology,Software,YES,NO,United States,United States,CRM
Carbo Ceramics Inc.,CRR,Oil and Gas,Oil Equipment and Services,NO,NO,United States,United States,CRR
Carpenter Technology Corp.,CRS,Basic Materials,Iron and Steel,NO,NO,United States,United States,CRS
CryoLife Inc.,CRY,Health Care,Medical Equipment,NO,NO,United States,United States,CRY
Credit Suisse Group,CS,Financials,Banks,NO,NO,Switzerland,Europe,CS
Cogdell Spencer Inc.,CSA,Financials,Specialty Real Estate Investment Trusts,NO,NO,United States,United States,CSA
Computer Sciences Corp.,CSC,Technology,Computer Services,YES,NO,United States,United States,CSC
CapitalSource Inc.,CSE,Financials,Banks,NO,NO,United States,United States,CSE
Cash Store Financial Services Inc.,CSFS,Financials,undefined,NO,NO,Canada,Canada,428
Cash America International Inc.,CSH,Financials,Consumer Finance,NO,NO,United States,United States,CSH
Carlisle Cos.,CSL,Industrials,Diversified Industrials,NO,NO,United States,United States,CSL
CSS Industries Inc.,CSS,Consumer Services,Publishing,NO,NO,United States,United States,CSS
Capital Senior Living Corp.,CSU,Health Care,Health Care Providers,NO,NO,United States,United States,CSU
Carriage Services Inc.,CSV,Consumer Services,Specialized Consumer Services,NO,NO,United States,United States,CSV
CSX Corp.,CSX,Industrials,Railroads,YES,NO,United States,United States,CSX
Capital Trust Inc. Cl A,CT,Financials,Mortgage Real Estate Investment Trusts,NO,NO,United States,United States,CT
Cooper Tire & Rubber Co.,CTB,Consumer Goods,Tires,NO,NO,United States,United States,CTB
IFM Investments Ltd.,CTC,Financials,Real Estate,NO,NO,China,Asia-Pacific,CTC
CenturyTel Inc.,CTL,Telecommunications,Fixed Line Telecommunications,YES,NO,United States,United States,CTL
CTS Corp.,CTS,Industrials,Electrical Components and Equipment,NO,NO,United States,United States,CTS
Cubic Corp.,CUB,Industrials,Defense,NO,NO,United States,United States,CUB
CubeSmart,CUBE,Financials,undefined,NO,NO,United States,United States,441
Carnival PLC,CUK,Consumer Services,undefined,NO,NO,United Kingdom,United Kingdom,442
Cousins Properties Inc.,CUZ,Financials,Diversified Real Estate Investment Trusts,NO,NO,United States,United States,CUZ
